# version=PROB-62-v1.0.0
# fields=id|category|name|speeds|N|A|B|safeA|firstA|safeB|firstB|fullQ2A|fullQ3A|fullQ2B|fullQ3B|robH_A|robQ2A|robQ3A|robH_B|robQ2B|robQ3B|sliceBest|sliceDeficits|affineMargin|affineH|affinePairs|affineUnion|residual
004525|box_n4_H18|b002489|7,9,10,14|5|10|14|8|2|14|2|12|8|28|14|24,20,4,0|16|8|32,22,4,0|28|14|6|1,6,6,1|6|22|6|0|1
004526|box_n4_H18|b002490|7,9,10,15|5|10|15|12|2|16|3|22|12|28|16|30,24,6,0|24|12|40,32,8,0|32|16|4|4,3,3,4|12|30|20|8|1
004527|box_n4_H18|b002491|7,9,10,16|5|10|16|8|2|12|3|16|8|20|12|24,18,2,0|16|8|40,32,4,0|24|12|4|3,4,4,3|4|22|6|2|1
004528|box_n4_H18|b002492|7,9,10,17|5|10|17|6|2|12|3|8|6|16|12|24,22,4,0|12|6|40,36,8,0|24|12|3|3,0,0,3|3|302|3|0|1
004529|box_n4_H18|b002493|7,9,10,18|5|10|18|10|2|24|3|20|10|54|24|24,16,2,0|20|10|48,30,6,0|48|24|10|3,10,10,3|6|21|6|0|1
004530|box_n4_H18|b002494|7,9,11,12|5|11|12|12|2|14|2|20|12|30|14|28,22,6,0|24|12|30,20,4,0|28|14|5|3,5,5,3|4|0|4|0|1
004531|box_n4_H18|b002495|7,9,11,13|5|11|13|12|2|16|2|20|12|32|16|28,22,6,0|24|12|32,20,4,0|32|16|5|4,5,5,4|4|0|4|0|1
004532|box_n4_H18|b002496|7,9,11,14|5|11|14|14|2|14|2|28|14|34|14|28,18,4,0|28|14|34,22,2,0|28|14|6|5,6,6,5|4|0|4|0|1
004533|box_n4_H18|b002497|7,9,11,15|5|11|15|6|2|12|3|8|6|24|12|24,22,4,0|12|6|36,28,4,0|24|12|3|2,3,3,2|3|151|3|0|1
004534|box_n4_H18|b002498|7,9,11,16|5|11|16|8|2|14|3|20|8|28|14|28,22,2,0|16|8|40,28,2,0|28|14|5|4,5,5,4|4|0|4|0|1
004535|box_n4_H18|b002499|7,9,11,17|5|11|17|14|2|18|3|28|14|34|18|28,18,4,0|28|14|42,30,6,0|36|18|6|5,6,6,5|4|0|4|0|1
004536|box_n4_H18|b002500|7,9,11,18|5|11|18|12|2|16|3|24|12|38|16|28,20,4,0|24|12|44,32,4,0|32|16|5|5,5,5,5|4|0|4|0|1
004537|box_n4_H18|b002501|7,9,12,13|5|12|13|14|2|16|2|26|14|32|16|30,22,6,0|28|14|32,20,4,0|32|16|6|4,6,6,4|4|0|4|0|1
004538|box_n4_H18|b002502|7,9,12,14|5|12|14|16|2|18|2|32|16|40|18|32,22,6,0|32|16|36,22,4,0|36|18|9|3,9,9,3|8|210|8|0|1
004539|box_n4_H18|b002503|7,9,12,15|5|12|15|12|2|14|3|24|12|24|14|36,32,8,0|24|12|36,28,6,0|28|14|4|2,4,4,2|7|23|9|2|1
004540|box_n4_H18|b002504|7,9,12,16|5|12|16|12|2|14|3|28|12|28|14|32,24,4,0|24|12|40,28,2,0|28|14|6|4,6,6,4|12|120|16|4|1
004541|box_n4_H18|b002505|7,9,12,17|5|12|17|12|2|18|3|22|12|34|18|30,24,6,0|24|12|42,30,6,0|36|18|5|4,5,5,4|4|0|4|0|1
004542|box_n4_H18|b002506|7,9,12,18|5|12|18|16|2|22|3|40|16|50|22|36,24,4,0|32|16|48,32,6,0|44|22|11|3,11,11,3|20|90|24|4|1
004543|box_n4_H18|b002507|7,9,13,14|5|13|14|14|2|18|2|24|14|38|18|32,24,6,0|28|14|34,20,4,0|36|18|9|2,9,9,2|4|0|4|0|1
004544|box_n4_H18|b002508|7,9,13,15|5|13|15|12|2|16|3|20|12|28|16|32,26,6,0|24|12|36,26,6,0|32|16|5|3,5,5,3|3|66|3|0|1
004545|box_n4_H18|b002509|7,9,13,16|5|13|16|10|2|14|3|24|10|28|14|32,24,2,0|20|10|40,28,2,0|28|14|5|5,5,5,5|4|0|4|0|1
004546|box_n4_H18|b002510|7,9,13,17|5|13|17|12|2|18|3|20|12|34|18|32,26,6,0|24|12|42,30,6,0|36|18|5|4,5,5,4|4|0|4|0|1
004547|box_n4_H18|b002511|7,9,13,18|5|13|18|14|2|22|3|24|14|50|22|32,24,6,0|28|14|44,26,4,0|44|22|8|5,8,8,5|4|0|4|0|1
004548|box_n4_H18|b002512|7,9,14,15|5|14|15|16|2|16|3|36|16|32|16|36,24,4,0|32|16|36,24,4,0|32|16|8|4,8,8,4|3|2|3|0|1
004549|box_n4_H18|b002513|7,9,14,16|5|14|16|16|2|16|3|40|16|32|16|36,22,2,0|32|16|40,26,2,0|32|16|9|5,9,9,5|8|280|8|0|1
004550|box_n4_H18|b002514|7,9,14,17|5|14|17|18|2|18|3|38|18|42|18|34,20,4,0|36|18|42,26,2,0|36|18|8|7,8,8,7|4|0|4|0|1
004551|box_n4_H18|b002515|7,9,14,18|5|14|18|20|2|24|3|44|20|54|24|36,20,4,0|40|20|44,24,4,0|48|24|14|4,14,14,4|8|315|8|0|1
004552|box_n4_H18|b002516|7,9,15,16|5|15|16|10|3|12|3|20|10|16|12|36,30,4,0|20|10|36,28,4,0|24|12|5|2,5,5,2|3|87|3|0|1
004553|box_n4_H18|b002517|7,9,15,17|5|15|17|12|3|16|3|16|12|28|16|36,32,8,0|24|12|40,30,6,0|32|16|4|4,3,3,4|3|71|3|0|1
004554|box_n4_H18|b002518|7,9,15,18|5|15|18|14|3|18|3|28|14|38|18|36,26,4,0|28|14|36,20,2,0|36|18|7|6,7,7,6|8|26|9|1|1
004555|box_n4_H18|b002519|7,9,16,17|5|16|17|14|3|14|3|20|14|34|14|40,32,6,0|28|14|42,30,2,0|28|14|7|3,7,7,3|4|0|4|0|1
004556|box_n4_H18|b002520|7,9,16,18|5|16|18|16|3|18|3|28|16|46|18|40,28,4,0|32|16|44,28,2,0|36|18|11|3,11,11,3|8|360|8|0|1
004557|box_n4_H18|b002521|7,9,17,18|5|17|18|20|3|22|3|38|20|50|22|42,28,6,0|40|20|44,26,4,0|44|22|11|5,11,11,5|4|0|4|0|1
004558|box_n4_H18|b002522|7,10,11,12|5|11|12|6|2|8|2|8|6|12|8|28,28,6,0|12|6|30,26,4,0|16|8|1|1,1,1,1|2|10|2|0|1
004559|box_n4_H18|b002523|7,10,11,13|5|11|13|10|2|14|2|16|10|24|14|28,24,6,0|20|10|32,22,4,0|28|14|4|3,4,4,3|3|104|3|0|1
004560|box_n4_H18|b002524|7,10,11,14|5|11|14|12|2|14|2|24|12|28|14|28,20,4,0|24|12|34,24,4,0|28|14|7|2,7,7,2|3|61|3|0|1
004561|box_n4_H18|b002525|7,10,11,15|5|11|15|4|2|14|3|-4|4|24|14|24,28,8,0|8|4|36,28,6,0|28|14|1|1,1,1,1|3|63|3|0|1
004562|box_n4_H18|b002526|7,10,11,16|5|11|16|10|2|14|3|16|10|28|14|28,24,6,0|20|10|40,30,4,0|28|14|5|2,5,5,2|3|65|3|0|1
004563|box_n4_H18|b002527|7,10,11,17|5|11|17|8|2|14|3|16|8|24|14|28,24,4,0|16|8|42,30,2,0|28|14|5|5,3,3,5|2|2|2|0|1
004564|box_n4_H18|b002528|7,10,11,18|5|11|18|12|2|16|3|16|12|32|16|28,24,8,0|24|12|44,34,6,0|32|16|7|7,0,0,7|2|3|2|0|1
004565|box_n4_H18|b002529|7,10,12,13|5|12|13|8|2|12|2|8|8|24|12|30,28,6,0|16|8|32,22,2,0|24|12|4|2,4,4,2|3|62|3|0|1
004566|box_n4_H18|b002530|7,10,12,14|5|12|14|8|2|14|2|10|8|34|14|32,30,6,0|16|8|36,24,2,0|28|14|5|2,5,5,2|4|30|6|2|1
004567|box_n4_H18|b002531|7,10,12,15|5|12|15|10|2|12|3|14|10|24|12|36,34,8,0|20|10|36,28,4,0|24|12|3|3,2,2,3|8|22|9|1|1
004568|box_n4_H18|b002532|7,10,12,16|5|12|16|10|2|14|3|14|10|28|14|32,28,6,0|20|10|40,30,4,0|28|14|5|2,5,5,2|6|12|12|6|1
004569|box_n4_H18|b002533|7,10,12,17|5|12|17|4|2|12|3|8|4|16|12|30,28,2,0|8|4|42,34,4,0|24|12|4|1,4,4,1|3|70|3|0|1
004570|box_n4_H18|b002534|7,10,12,18|5|12|18|12|2|18|3|26|12|40|18|36,28,4,0|24|12|48,36,6,0|36|18|5|5,5,5,5|18|60|24|6|1
004571|box_n4_H18|b002535|7,10,13,14|5|13|14|12|2|14|2|24|12|32|14|32,22,2,0|24|12|34,22,2,0|28|14|8|3,8,8,3|3|130|3|0|1
004572|box_n4_H18|b002536|7,10,13,15|5|13|15|10|2|14|3|12|10|32|14|32,28,6,0|20|10|36,24,2,0|28|14|5|3,5,5,3|3|7|3|0|1
004573|box_n4_H18|b002537|7,10,13,16|5|13|16|10|2|14|3|12|10|28|14|32,28,6,0|20|10|40,30,4,0|28|14|4|3,4,4,3|2|4|2|0|1
004574|box_n4_H18|b002538|7,10,13,17|5|13|17|10|2|12|3|20|10|20|12|32,24,2,0|20|10|42,32,2,0|24|12|5|4,5,5,4|3|73|3|0|1
004575|box_n4_H18|b002539|7,10,13,18|5|13|18|10|2|16|3|12|10|36|16|32,28,6,0|20|10|44,32,4,0|32|16|5|3,5,5,3|3|75|3|0|1
004576|box_n4_H18|b002540|7,10,14,15|5|14|15|12|2|16|3|22|12|32|16|36,30,6,0|24|12|36,24,4,0|32|16|7|2,7,7,2|3|2|3|0|1
004577|box_n4_H18|b002541|7,10,14,16|5|14|16|16|2|16|3|30|16|32|16|36,26,6,0|32|16|40,28,4,0|32|16|9|2,9,9,2|6|37|6|0|1
004578|box_n4_H18|b002542|7,10,14,17|5|14|17|12|2|14|3|28|12|24|14|34,24,2,0|24|12|42,30,2,0|28|14|8|3,8,8,3|2|2|2|0|1
004579|box_n4_H18|b002543|7,10,14,18|5|14|18|14|2|20|3|26|14|40|20|36,28,6,0|28|14|44,30,6,0|40|20|8|3,8,8,3|4|1|4|0|1
004580|box_n4_H18|b002544|7,10,15,16|5|15|16|14|3|14|3|24|14|24|14|36,28,6,0|28|14|36,26,4,0|28|14|5|4,5,5,4|3|13|3|0|1
004581|box_n4_H18|b002545|7,10,15,17|5|15|17|10|3|12|3|20|10|14|12|36,30,4,0|20|10|40,32,4,0|24|12|4|4,3,3,4|3|72|3|0|1
004582|box_n4_H18|b002546|7,10,15,18|5|15|18|18|3|16|3|28|18|24|16|36,26,8,0|36|18|36,26,6,0|32|16|6|6,4,4,6|9|27|9|0|1
004583|box_n4_H18|b002547|7,10,16,17|5|16|17|8|3|12|3|20|8|20|12|40,34,2,0|16|8|42,32,2,0|24|12|4|4,4,4,4|2|70|2|0|1
004584|box_n4_H18|b002548|7,10,16,18|5|16|18|14|3|16|3|24|14|32|16|40,32,6,0|28|14|44,34,6,0|32|16|6|3,6,6,3|4|38|4|0|1
004585|box_n4_H18|b002549|7,10,17,18|5|17|18|12|3|14|3|16|12|36|14|42,34,4,0|24|12|44,32,2,0|28|14|5|5,5,5,5|3|87|3|0|1
004586|box_n4_H18|b002550|7,11,12,13|5|12|13|10|2|14|2|18|10|32|14|30,26,6,0|20|10|32,22,4,0|28|14|4|3,4,4,3|4|0|4|0|1
004587|box_n4_H18|b002551|7,11,12,14|5|12|14|16|2|18|2|32|16|40|18|32,22,6,0|32|16|36,22,4,0|36|18|9|3,9,9,3|8|210|8|0|1
004588|box_n4_H18|b002552|7,11,12,15|5|12|15|14|2|12|3|32|14|16|12|36,28,6,0|28|14|36,30,6,0|24|12|4|4,3,3,4|8|71|9|1|1
004589|box_n4_H18|b002553|7,11,12,16|5|12|16|14|2|18|3|24|14|36|18|32,26,8,0|28|14|40,28,6,0|36|18|5|4,5,5,4|12|120|16|4|1
004590|box_n4_H18|b002554|7,11,12,17|5|12|17|14|2|16|3|26|14|34|16|30,22,6,0|28|14|42,32,6,0|32|16|5|4,5,5,4|4|0|4|0|1
004591|box_n4_H18|b002555|7,11,12,18|5|12|18|14|2|16|3|36|14|28|16|36,26,4,0|28|14|48,38,6,0|32|16|5|5,5,5,5|20|90|24|4|1
004592|box_n4_H18|b002556|7,11,13,14|5|13|14|16|2|18|2|28|16|38|18|32,24,8,0|32|16|34,20,4,0|36|18|8|3,8,8,3|4|0|4|0|1
004593|box_n4_H18|b002557|7,11,13,15|5|13|15|10|2|12|3|20|10|20|12|32,28,6,0|20|10|36,28,4,0|24|12|4|2,4,4,2|3|136|3|0|1
004594|box_n4_H18|b002558|7,11,13,16|5|13|16|14|2|18|3|28|14|36|18|32,24,6,0|28|14|40,28,6,0|36|18|5|5,5,5,5|4|0|4|0|1
004595|box_n4_H18|b002559|7,11,13,17|5|13|17|16|2|20|3|28|16|42|20|32,24,8,0|32|16|42,28,6,0|40|20|6|5,6,6,5|4|0|4|0|1
004596|box_n4_H18|b002560|7,11,13,18|5|13|18|10|2|16|3|24|10|28|16|32,26,4,0|20|10|44,32,4,0|32|16|5|5,4,4,5|4|0|4|0|1
004597|box_n4_H18|b002561|7,11,14,15|5|14|15|16|2|14|3|36|16|28|14|36,24,4,0|32|16|36,24,2,0|28|14|8|4,8,8,4|3|6|3|0|1
004598|box_n4_H18|b002562|7,11,14,16|5|14|16|16|2|20|3|36|16|44|20|36,24,4,0|32|16|40,24,4,0|40|20|8|6,8,8,6|8|280|8|0|1
004599|box_n4_H18|b002563|7,11,14,17|5|14|17|16|2|20|3|30|16|38|20|34,24,6,0|32|16|42,30,8,0|40|20|8|3,8,8,3|4|0|4|0|1
004600|box_n4_H18|b002564|7,11,14,18|5|14|18|14|2|16|3|36|14|28|16|36,24,2,0|28|14|44,32,4,0|32|16|9|3,9,9,3|8|315|8|0|1
004601|box_n4_H18|b002565|7,11,15,16|5|15|16|8|3|12|3|8|8|24|12|36,34,6,0|16|8|36,28,4,0|24|12|3|2,3,3,2|3|77|3|0|1
004602|box_n4_H18|b002566|7,11,15,17|5|15|17|12|3|14|3|12|12|28|14|36,32,8,0|24|12|40,32,6,0|28|14|3|3,3,3,3|3|62|3|0|1
004603|box_n4_H18|b002567|7,11,15,18|5|15|18|10|3|10|3|20|10|12|10|36,28,2,0|20|10|36,28,2,0|20|10|4|4,4,4,4|6|21|9|3|1
004604|box_n4_H18|b002568|7,11,16,17|5|16|17|16|3|20|3|28|16|42|20|40,32,8,0|32|16|42,28,6,0|40|20|7|4,7,7,4|4|0|4|0|1
004605|box_n4_H18|b002569|7,11,16,18|5|16|18|12|3|16|3|28|12|24|16|40,32,4,0|24|12|44,34,6,0|32|16|6|3,6,6,3|8|360|8|0|1
004606|box_n4_H18|b002570|7,11,17,18|5|17|18|14|3|14|3|34|14|24|14|42,32,4,0|28|14|44,34,4,0|28|14|6|6,4,4,6|4|0|4|0|1
004607|box_n4_H18|b002571|7,12,13,14|5|13|14|14|2|16|2|28|14|40|16|32,24,6,0|28|14|34,20,2,0|32|16|10|1,10,10,1|4|0|4|0|1
004608|box_n4_H18|b002572|7,12,13,15|5|13|15|14|2|14|3|24|14|24|14|32,26,8,0|28|14|36,26,4,0|28|14|5|3,5,5,3|3|63|3|0|1
004609|box_n4_H18|b002573|7,12,13,16|5|13|16|16|2|18|3|32|16|36|18|32,22,6,0|32|16|40,28,6,0|36|18|8|3,8,8,3|4|0|4|0|1
004610|box_n4_H18|b002574|7,12,13,17|5|13|17|12|2|18|3|24|12|38|18|32,26,6,0|24|12|42,28,4,0|36|18|7|7,3,3,7|4|0|4|0|1
004611|box_n4_H18|b002575|7,12,13,18|5|13|18|14|2|20|3|24|14|40|20|32,26,8,0|28|14|44,28,4,0|40|20|6|6,5,5,6|4|0|4|0|1
004612|box_n4_H18|b002576|7,12,14,15|5|14|15|18|2|14|3|38|18|24|14|36,24,6,0|36|18|36,26,4,0|28|14|9|2,9,9,2|3|6|3|0|1
004613|box_n4_H18|b002577|7,12,14,16|5|14|16|16|2|18|3|34|16|36|18|36,26,6,0|32|16|40,28,6,0|36|18|9|2,9,9,2|8|280|8|0|1
004614|box_n4_H18|b002578|7,12,14,17|5|14|17|18|2|20|3|40|18|42|20|34,20,4,0|36|18|42,26,4,0|40|20|10|5,10,10,5|4|0|4|0|1
004615|box_n4_H18|b002579|7,12,14,18|5|14|18|20|2|20|3|46|20|44|20|36,20,4,0|40|20|44,26,2,0|40|20|12|5,12,12,5|8|315|8|0|1
004616|box_n4_H18|b002580|7,12,15,16|5|15|16|12|3|14|3|16|12|28|14|36,30,6,0|24|12|36,26,4,0|28|14|6|2,6,6,2|3|61|3|0|1
004617|box_n4_H18|b002581|7,12,15,17|5|15|17|8|3|14|3|8|8|24|14|36,34,6,0|16|8|40,32,6,0|28|14|4|4,1,1,4|3|62|3|0|1
004618|box_n4_H18|b002582|7,12,15,18|5|15|18|10|3|14|3|12|10|20|14|36,32,6,0|20|10|36,26,4,0|28|14|4|3,4,4,3|8|27|9|1|1
004619|box_n4_H18|b002583|7,12,16,17|5|16|17|12|3|20|3|20|12|38|20|40,36,8,0|24|12|42,28,6,0|40|20|6|3,6,6,3|4|0|4|0|1
004620|box_n4_H18|b002584|7,12,16,18|5|16|18|16|3|20|3|28|16|36|20|40,32,8,0|32|16|44,30,6,0|40|20|8|3,8,8,3|8|360|8|0|1
004621|box_n4_H18|b002585|7,12,17,18|5|17|18|16|3|18|3|26|16|40|18|42,34,8,0|32|16|44,28,2,0|36|18|7|7,5,5,7|4|0|4|0|1
004622|box_n4_H18|b002586|7,13,14,15|5|14|15|14|2|16|3|28|14|32|16|36,28,6,0|28|14|36,26,6,0|32|16|8|1,8,8,1|3|64|3|0|1
004623|box_n4_H18|b002587|7,13,14,16|5|14|16|18|2|18|3|36|18|36|18|36,24,6,0|36|18|40,28,6,0|36|18|9|3,9,9,3|8|280|8|0|1
004624|box_n4_H18|b002588|7,13,14,17|5|14|17|16|2|22|3|34|16|46|22|34,22,4,0|32|16|42,26,6,0|44|22|9|5,9,9,5|4|0|4|0|1
004625|box_n4_H18|b002589|7,13,14,18|5|14|18|16|2|18|3|36|16|36|18|36,24,4,0|32|16|44,32,6,0|36|18|9|3,9,9,3|8|315|8|0|1
004626|box_n4_H18|b002590|7,13,15,16|5|15|16|16|3|16|3|24|16|24|16|36,30,10,0|32|16|36,28,8,0|32|16|4|3,4,4,3|3|61|3|0|1
004627|box_n4_H18|b002591|7,13,15,17|5|15|17|10|3|16|3|12|10|28|16|36,36,10,0|20|10|40,32,8,0|32|16|2|2,2,2,2|3|67|3|0|1
004628|box_n4_H18|b002592|7,13,15,18|5|15|18|14|3|14|3|24|14|20|14|36,30,8,0|28|14|36,28,6,0|28|14|5|5,2,2,5|9|21|9|0|1
004629|box_n4_H18|b002593|7,13,16,17|5|16|17|16|3|20|3|28|16|42|20|40,32,8,0|32|16|42,28,6,0|40|20|6|5,6,6,5|4|0|4|0|1
004630|box_n4_H18|b002594|7,13,16,18|5|16|18|14|3|18|3|28|14|32|18|40,32,6,0|28|14|44,34,8,0|36|18|5|4,5,5,4|8|360|8|0|1
004631|box_n4_H18|b002595|7,13,17,18|5|17|18|16|3|20|3|30|16|36|20|42,34,8,0|32|16|44,32,8,0|40|20|6|6,4,4,6|4|0|4|0|1
004632|box_n4_H18|b002596|7,14,15,16|5|15|16|10|3|14|3|16|10|28|14|36,34,8,0|20|10|36,28,6,0|28|14|4|1,4,4,1|3|13|3|0|1
004633|box_n4_H18|b002597|7,14,15,17|5|15|17|12|3|16|3|16|12|32|16|36,34,10,0|24|12|40,32,8,0|32|16|3|2,3,3,2|3|14|3|0|1
004634|box_n4_H18|b002598|7,14,15,18|5|15|18|16|3|16|3|28|16|24|16|36,28,8,0|32|16|36,28,8,0|32|16|4|4,4,4,4|8|51|9|1|1
004635|box_n4_H18|b002599|7,14,16,17|5|16|17|16|3|22|3|28|16|46|22|40,34,10,0|32|16|42,28,8,0|44|22|6|4,6,6,4|4|0|4|0|1
004636|box_n4_H18|b002600|7,14,16,18|5|16|18|16|3|18|3|32|16|36|18|40,32,8,0|32|16|44,34,8,0|36|18|8|1,8,8,1|8|360|8|0|1
004637|box_n4_H18|b002601|7,14,17,18|5|17|18|20|3|20|3|38|20|40|20|42,32,10,0|40|20|44,32,8,0|40|20|6|5,6,6,5|4|0|4|0|1
004638|box_n4_H18|b002602|7,15,16,17|5|16|17|8|3|14|3|8|8|28|14|40,40,8,0|16|8|42,32,4,0|28|14|3|2,3,3,2|2|7|2|0|1
004639|box_n4_H18|b002603|7,15,16,18|5|16|18|14|3|12|3|20|14|16|12|40,34,8,0|28|14|44,40,8,0|24|12|4|1,4,4,1|4|41|4|0|1
004640|box_n4_H18|b002604|7,15,17,18|5|17|18|16|3|14|3|24|16|20|14|42,34,8,0|32|16|44,38,8,0|28|14|4|3,4,4,3|3|10|3|0|1
004641|box_n4_H18|b002605|7,16,17,18|5|17|18|14|3|16|3|26|14|28|16|42,36,8,0|28|14|44,34,6,0|32|16|5|3,5,5,3|4|0|4|0|1
004642|box_n4_H18|b002606|8,9,10,11|5|10|11|8|2|10|2|8|8|20|10|24,22,6,0|16|8|24,18,4,0|20|10|2|2,2,2,2|3|42|3|0|1
004643|box_n4_H18|b002607|8,9,10,12|5|10|12|6|2|10|2|8|6|18|10|24,22,4,0|12|6|24,16,2,0|20|10|5|0,5,5,0|5|123|6|1|1
004644|box_n4_H18|b002608|8,9,10,13|5|10|13|10|2|10|2|16|10|20|10|24,18,4,0|20|10|32,26,4,0|20|10|3|3,3,3,3|3|7|3|0|1
004645|box_n4_H18|b002609|8,9,10,14|5|10|14|6|2|12|2|4|6|22|12|24,24,6,0|12|6|32,26,6,0|24|12|4|-1,4,4,-1|5|101|6|1|1
004646|box_n4_H18|b002610|8,9,10,15|5|10|15|12|2|14|2|22|12|28|14|30,24,6,0|24|12|40,32,6,0|28|14|4|4,3,3,4|12|60|20|8|1
004647|box_n4_H18|b002611|8,9,10,16|5|10|16|10|2|18|2|20|10|44|18|24,16,2,0|20|10|40,24,2,0|36|18|8|4,8,8,4|6|154|6|0|1
004648|box_n4_H18|b002612|8,9,10,17|5|10|17|8|2|10|3|16|8|16|10|24,18,2,0|16|8|40,32,2,0|20|10|4|3,4,4,3|3|142|3|0|1
004649|box_n4_H18|b002613|8,9,10,18|5|10|18|8|2|16|3|12|8|38|16|24,20,4,0|16|8|48,36,4,0|32|16|4|4,4,4,4|5|24|6|1|1
004650|box_n4_H18|b002614|8,9,11,12|5|11|12|14|2|14|2|28|14|28|14|28,20,6,0|28|14|30,20,4,0|28|14|6|3,6,6,3|4|0|4|0|1
004651|box_n4_H18|b002615|8,9,11,13|5|11|13|12|2|14|2|24|12|32|14|28,22,6,0|24|12|32,20,2,0|28|14|6|3,6,6,3|4|0|4|0|1
004652|box_n4_H18|b002616|8,9,11,14|5|11|14|14|2|16|2|24|14|28|16|28,22,8,0|28|14|34,26,8,0|32|16|4|4,3,3,4|4|0|4|0|1
004653|box_n4_H18|b002617|8,9,11,15|5|11|15|10|2|14|2|16|10|24|14|24,20,6,0|20|10|36,28,6,0|28|14|5|1,5,5,1|3|62|3|0|1
004654|box_n4_H18|b002618|8,9,11,16|5|11|16|14|2|20|2|28|14|44|20|28,20,6,0|28|14|40,24,4,0|40|20|9|3,9,9,3|4|0|4|0|1
004655|box_n4_H18|b002619|8,9,11,17|5|11|17|12|2|14|3|32|12|26|14|28,18,2,0|24|12|42,30,2,0|28|14|6|5,6,6,5|4|0|4|0|1
004656|box_n4_H18|b002620|8,9,11,18|5|11|18|16|2|20|3|32|16|42|20|28,18,6,0|32|16|44,28,4,0|40|20|8|5,8,8,5|4|0|4|0|1
004657|box_n4_H18|b002621|8,9,12,13|5|12|13|12|2|16|2|24|12|28|16|30,22,4,0|24|12|32,22,6,0|32|16|5|4,5,5,4|4|0|4|0|1
004658|box_n4_H18|b002622|8,9,12,14|5|12|14|14|2|16|2|26|14|34|16|32,24,6,0|28|14|36,26,6,0|32|16|8|1,8,8,1|8|210|8|0|1
004659|box_n4_H18|b002623|8,9,12,15|5|12|15|12|2|14|2|26|12|24|14|36,30,6,0|24|12|36,28,6,0|28|14|5|2,5,5,2|7|22|9|2|1
004660|box_n4_H18|b002624|8,9,12,16|5|12|16|16|2|20|2|34|16|48|20|32,20,4,0|32|16|40,22,2,0|40|20|13|2,13,13,2|16|120|16|0|1
004661|box_n4_H18|b002625|8,9,12,17|5|12|17|8|2|14|3|20|8|22|14|30,24,2,0|16|8|42,32,4,0|28|14|4|4,4,4,4|4|0|4|0|1
004662|box_n4_H18|b002626|8,9,12,18|5|12|18|16|2|20|3|38|16|46|20|36,24,4,0|32|16|48,32,4,0|40|20|10|4,10,10,4|20|30|24|4|1
004663|box_n4_H18|b002627|8,9,13,14|5|13|14|12|2|16|2|20|12|36|16|32,26,6,0|24|12|34,22,4,0|32|16|6|3,6,6,3|4|0|4|0|1
004664|box_n4_H18|b002628|8,9,13,15|5|13|15|12|2|14|2|20|12|28|14|32,26,6,0|24|12|36,26,4,0|28|14|4|4,4,4,4|3|11|3|0|1
004665|box_n4_H18|b002629|8,9,13,16|5|13|16|16|2|18|2|28|16|44|18|32,22,6,0|32|16|40,24,2,0|36|18|9|4,9,9,4|4|0|4|0|1
004666|box_n4_H18|b002630|8,9,13,17|5|13|17|10|2|12|3|24|10|18|12|32,24,2,0|20|10|42,34,4,0|24|12|6|2,6,6,2|4|0|4|0|1
004667|box_n4_H18|b002631|8,9,13,18|5|13|18|12|2|18|3|20|12|42|18|32,26,6,0|24|12|44,28,2,0|36|18|7|4,7,7,4|4|0|4|0|1
004668|box_n4_H18|b002632|8,9,14,15|5|14|15|16|2|16|2|30|16|28|16|36,28,8,0|32|16|36,26,6,0|32|16|5|4,5,5,4|3|63|3|0|1
004669|box_n4_H18|b002633|8,9,14,16|5|14|16|20|2|22|2|46|20|48|22|36,20,4,0|40|20|40,22,4,0|44|22|12|5,12,12,5|8|280|8|0|1
004670|box_n4_H18|b002634|8,9,14,17|5|14|17|12|2|14|3|32|12|26|14|34,24,2,0|24|12|42,30,2,0|28|14|6|6,5,5,6|4|0|4|0|1
004671|box_n4_H18|b002635|8,9,14,18|5|14|18|18|2|22|3|38|18|46|22|36,24,6,0|36|18|44,26,4,0|44|22|12|3,12,12,3|8|315|8|0|1
004672|box_n4_H18|b002636|8,9,15,16|5|15|16|16|2|18|2|28|16|36|18|36,26,6,0|32|16|36,22,4,0|36|18|9|3,9,9,3|3|61|3|0|1
004673|box_n4_H18|b002637|8,9,15,17|5|15|17|12|2|14|3|28|12|24|14|36,26,2,0|24|12|40,28,2,0|28|14|7|4,7,7,4|3|213|3|0|1
004674|box_n4_H18|b002638|8,9,15,18|5|15|18|14|2|18|3|28|14|34|18|36,26,4,0|28|14|36,20,2,0|36|18|8|5,8,8,5|8|22|9|1|1
004675|box_n4_H18|b002639|8,9,16,17|5|16|17|18|2|16|3|44|18|30|16|40,24,2,0|36|18|42,28,2,0|32|16|11|4,11,11,4|4|0|4|0|1
004676|box_n4_H18|b002640|8,9,16,18|5|16|18|20|2|24|3|44|20|54|24|40,24,4,0|40|20|44,22,2,0|48|24|15|4,15,15,4|8|360|8|0|1
004677|box_n4_H18|b002641|8,9,17,18|5|17|18|16|3|18|3|26|16|46|18|42,30,4,0|32|16|44,26,0,0|36|18|10|5,10,10,5|4|0|4|0|1
004678|box_n4_H18|b002642|8,10,11,12|5|11|12|8|2|10|2|12|8|14|10|28,26,6,0|16|8|30,26,6,0|20|10|2|1,2,2,1|2|2|2|0|1
004679|box_n4_H18|b002643|8,10,11,13|5|11|13|10|2|12|2|16|10|24|12|28,24,6,0|20|10|32,22,2,0|24|12|5|2,5,5,2|2|4|2|0|1
