n,H,tuple_index,tuple,pivot_index,pivot_speed,m,b,R_size,union_size,G,min_J,margin,construction_count,best_index,memo_min_J,uniform_energy_num,uniform_energy_den,uniform_energy_strict,star_min_J,star_margin
5,10,200,"(3,4,5,7,9)",3,7,4,3,35,31,4,31,4,12,0,31,1,1,1,31,4
5,10,200,"(3,4,5,7,9)",4,9,4,3,45,37,8,37,8,12,4,37,2,1,1,37,8
5,10,201,"(3,4,5,7,10)",0,3,4,3,15,11,4,11,4,12,0,11,7,6,1,11,4
5,10,201,"(3,4,5,7,10)",1,4,4,3,20,14,6,14,6,12,0,14,1,1,1,14,6
5,10,201,"(3,4,5,7,10)",2,5,4,3,25,21,4,21,4,12,0,21,5,6,1,21,4
5,10,201,"(3,4,5,7,10)",3,7,4,3,35,27,8,27,8,12,4,27,3,2,1,27,8
5,10,201,"(3,4,5,7,10)",4,10,4,3,50,42,8,42,8,12,2,42,5,3,1,42,8
5,10,202,"(3,4,5,8,9)",0,3,4,3,15,11,4,11,4,12,1,11,5,6,1,11,4
5,10,202,"(3,4,5,8,9)",1,4,4,3,20,16,4,16,4,12,4,16,1,1,1,16,4
5,10,202,"(3,4,5,8,9)",2,5,4,3,25,21,4,21,4,12,0,21,3,2,1,21,4
5,10,202,"(3,4,5,8,9)",3,8,4,3,40,32,8,32,8,12,1,32,2,3,1,32,8
5,10,202,"(3,4,5,8,9)",4,9,4,3,45,35,10,35,10,12,2,35,11,6,1,35,10
5,10,203,"(3,4,5,8,10)",0,3,4,3,15,9,6,9,6,12,1,9,2,3,1,9,6
5,10,203,"(3,4,5,8,10)",1,4,4,3,20,14,6,14,6,12,0,14,2,3,1,14,6
5,10,203,"(3,4,5,8,10)",2,5,4,3,25,19,6,19,6,12,0,19,5,3,1,19,6
5,10,203,"(3,4,5,8,10)",3,8,4,3,40,28,12,28,12,12,1,28,2,1,1,28,12
5,10,203,"(3,4,5,8,10)",4,10,4,3,50,38,12,38,12,12,0,38,8,3,1,38,12
5,10,204,"(3,4,5,9,10)",0,3,4,3,15,11,4,11,4,12,4,11,5,6,1,11,4
5,10,204,"(3,4,5,9,10)",1,4,4,3,20,16,4,16,4,12,0,16,1,1,1,16,4
5,10,204,"(3,4,5,9,10)",2,5,4,3,25,19,6,20,5,12,1,20,11,6,1,20,5
5,10,204,"(3,4,5,9,10)",3,9,4,3,45,35,10,35,10,12,4,35,17,6,1,35,10
5,10,204,"(3,4,5,9,10)",4,10,4,3,50,40,10,40,10,12,0,40,7,3,1,40,10
5,10,205,"(3,4,6,7,8)",0,3,4,3,15,13,2,13,2,12,0,13,1,3,1,13,2
5,10,205,"(3,4,6,7,8)",1,4,4,3,20,14,6,14,6,12,1,14,4,3,1,14,6
5,10,205,"(3,4,6,7,8)",2,6,4,3,30,24,6,26,4,12,0,26,2,1,1,26,4
5,10,205,"(3,4,6,7,8)",3,7,4,3,35,27,8,27,8,12,0,27,2,1,1,27,8
5,10,205,"(3,4,6,7,8)",4,8,4,3,40,28,12,28,12,12,8,28,7,3,1,28,12
5,10,206,"(3,4,6,7,9)",0,3,4,3,15,11,4,11,4,12,1,11,7,6,1,11,4
5,10,206,"(3,4,6,7,9)",1,4,4,3,20,18,2,18,2,12,1,18,2,3,1,18,2
5,10,206,"(3,4,6,7,9)",2,6,4,3,30,22,8,22,8,12,2,22,5,3,1,22,8
5,10,206,"(3,4,6,7,9)",3,7,4,3,35,31,4,31,4,12,0,31,11,6,1,31,4
5,10,206,"(3,4,6,7,9)",4,9,4,3,45,35,10,37,8,12,0,37,5,2,1,37,8
5,10,207,"(3,4,6,7,10)",0,3,4,3,15,13,2,13,2,12,0,13,1,3,1,13,2
5,10,207,"(3,4,6,7,10)",1,4,4,3,20,16,4,16,4,12,0,16,1,3,1,16,4
5,10,207,"(3,4,6,7,10)",2,6,4,3,30,26,4,26,4,12,0,26,2,3,1,26,4
5,10,207,"(3,4,6,7,10)",3,7,4,3,35,29,6,29,6,12,2,29,5,3,1,29,6
5,10,207,"(3,4,6,7,10)",4,10,4,3,50,44,6,44,6,12,2,44,7,3,1,44,6
5,10,208,"(3,4,6,8,9)",0,3,4,3,15,13,2,13,2,12,1,13,2,3,1,13,2
5,10,208,"(3,4,6,8,9)",1,4,4,3,20,16,4,16,4,12,1,16,2,3,1,16,4
5,10,208,"(3,4,6,8,9)",2,6,4,3,30,22,8,22,8,12,2,22,5,3,1,22,8
5,10,208,"(3,4,6,8,9)",3,8,4,3,40,32,8,32,8,12,0,32,4,3,1,32,8
5,10,208,"(3,4,6,8,9)",4,9,4,3,45,33,12,33,12,12,0,33,2,1,1,33,12
5,10,209,"(3,4,6,8,10)",0,3,4,3,15,11,4,11,4,12,1,11,2,3,1,11,4
5,10,209,"(3,4,6,8,10)",1,4,4,3,20,14,6,14,6,12,0,14,1,1,1,14,6
5,10,209,"(3,4,6,8,10)",2,6,4,3,30,22,8,22,8,12,1,22,2,1,1,22,8
5,10,209,"(3,4,6,8,10)",3,8,4,3,40,30,10,30,10,12,1,30,5,3,1,30,10
5,10,209,"(3,4,6,8,10)",4,10,4,3,50,40,10,40,10,12,0,40,10,3,1,40,10
5,10,210,"(3,4,6,9,10)",0,3,4,3,15,13,2,13,2,12,1,13,2,3,1,13,2
5,10,210,"(3,4,6,9,10)",1,4,4,3,20,16,4,16,4,12,1,16,2,3,1,16,4
5,10,210,"(3,4,6,9,10)",2,6,4,3,30,22,8,22,8,12,1,22,4,3,1,22,8
5,10,210,"(3,4,6,9,10)",3,9,4,3,45,37,8,37,8,12,1,37,5,3,1,37,8
5,10,210,"(3,4,6,9,10)",4,10,4,3,50,42,8,42,8,12,0,42,5,3,1,42,8
5,10,211,"(3,4,7,8,9)",0,3,4,3,15,11,4,11,4,12,4,11,3,2,1,11,4
5,10,211,"(3,4,7,8,9)",1,4,4,3,20,16,4,16,4,12,0,16,1,1,1,16,4
5,10,211,"(3,4,7,8,9)",2,7,4,3,35,27,8,29,6,12,0,29,5,2,1,29,6
5,10,211,"(3,4,7,8,9)",3,8,4,3,40,30,10,30,10,12,8,30,5,3,1,30,10
5,10,211,"(3,4,7,8,9)",4,9,4,3,45,33,12,35,10,12,0,35,17,6,1,35,10
5,10,212,"(3,4,7,8,10)",0,3,4,3,15,11,4,11,4,12,1,11,1,1,1,11,4
5,10,212,"(3,4,7,8,10)",1,4,4,3,20,14,6,14,6,12,0,14,2,3,1,14,6
5,10,212,"(3,4,7,8,10)",2,7,4,3,35,29,6,29,6,12,0,29,7,3,1,29,6
5,10,212,"(3,4,7,8,10)",3,8,4,3,40,32,8,32,8,12,0,32,2,3,1,32,8
5,10,212,"(3,4,7,8,10)",4,10,4,3,50,42,8,42,8,12,4,42,7,3,1,42,8
5,10,213,"(3,4,7,9,10)",0,3,4,3,15,11,4,11,4,12,1,11,3,2,1,11,4
5,10,213,"(3,4,7,9,10)",1,4,4,3,20,16,4,16,4,12,1,16,1,1,1,16,4
5,10,213,"(3,4,7,9,10)",2,7,4,3,35,31,4,32,3,12,1,32,11,6,1,32,3
5,10,213,"(3,4,7,9,10)",3,9,4,3,45,39,6,39,6,12,5,39,3,2,1,39,6
5,10,213,"(3,4,7,9,10)",4,10,4,3,50,42,8,42,8,12,5,42,3,1,1,42,8
5,10,214,"(3,4,8,9,10)",0,3,4,3,15,11,4,11,4,12,0,11,2,3,1,11,4
5,10,214,"(3,4,8,9,10)",1,4,4,3,20,14,6,14,6,12,1,14,5,3,1,14,6
5,10,214,"(3,4,8,9,10)",2,8,4,3,40,30,10,30,10,12,1,30,7,3,1,30,10
5,10,214,"(3,4,8,9,10)",3,9,4,3,45,35,10,35,10,12,1,35,8,3,1,35,10
5,10,214,"(3,4,8,9,10)",4,10,4,3,50,38,12,40,10,12,0,40,4,1,1,40,10
5,10,215,"(3,5,6,7,8)",0,3,4,3,15,13,2,13,2,12,0,13,1,2,1,13,2
5,10,215,"(3,5,6,7,8)",1,5,4,3,25,19,6,19,6,12,4,19,11,6,1,19,6
5,10,215,"(3,5,6,7,8)",2,6,4,3,30,24,6,26,4,12,0,26,2,1,1,26,4
5,10,215,"(3,5,6,7,8)",3,7,4,3,35,29,6,29,6,12,1,29,7,6,1,29,6
5,10,215,"(3,5,6,7,8)",4,8,4,3,40,32,8,32,8,12,8,32,7,3,1,32,8
5,10,216,"(3,5,6,7,9)",0,3,4,3,15,13,2,13,2,12,1,13,2,3,1,13,2
5,10,216,"(3,5,6,7,9)",1,5,4,3,25,21,4,21,4,12,1,21,2,3,1,21,4
5,10,216,"(3,5,6,7,9)",2,6,4,3,30,22,8,22,8,12,2,22,5,3,1,22,8
5,10,216,"(3,5,6,7,9)",3,7,4,3,35,31,4,31,4,12,0,31,5,3,1,31,4
5,10,216,"(3,5,6,7,9)",4,9,4,3,45,33,12,35,10,12,0,35,8,3,1,35,10
5,10,217,"(3,5,6,7,10)",0,3,4,3,15,13,2,13,2,12,0,13,1,2,1,13,2
5,10,217,"(3,5,6,7,10)",1,5,4,3,25,19,6,19,6,12,0,19,1,2,1,19,6
5,10,217,"(3,5,6,7,10)",2,6,4,3,30,22,8,22,8,12,0,22,4,3,1,22,8
5,10,217,"(3,5,6,7,10)",3,7,4,3,35,25,10,25,10,12,2,25,11,6,1,25,10
5,10,217,"(3,5,6,7,10)",4,10,4,3,50,38,12,40,10,12,0,40,8,3,1,40,10
5,10,218,"(3,5,6,8,9)",0,3,4,3,15,11,4,11,4,12,1,11,7,6,1,11,4
5,10,218,"(3,5,6,8,9)",1,5,4,3,25,21,4,21,4,12,1,21,5,6,1,21,4
5,10,218,"(3,5,6,8,9)",2,6,4,3,30,22,8,22,8,12,2,22,5,3,1,22,8
5,10,218,"(3,5,6,8,9)",3,8,4,3,40,34,6,34,6,12,0,34,5,3,1,34,6
5,10,218,"(3,5,6,8,9)",4,9,4,3,45,35,10,35,10,12,2,35,11,6,1,35,10
5,10,219,"(3,5,6,8,10)",0,3,4,3,15,9,6,9,6,12,1,9,1,3,1,9,6
5,10,219,"(3,5,6,8,10)",1,5,4,3,25,19,6,19,6,12,0,19,1,1,1,19,6
5,10,219,"(3,5,6,8,10)",2,6,4,3,30,20,10,20,10,12,4,20,5,3,1,20,10
5,10,219,"(3,5,6,8,10)",3,8,4,3,40,30,10,30,10,12,0,30,5,3,1,30,10
5,10,219,"(3,5,6,8,10)",4,10,4,3,50,40,10,40,10,12,1,40,2,1,1,40,10
5,10,220,"(3,5,6,9,10)",0,3,4,3,15,11,4,11,4,12,4,11,7,6,1,11,4
5,10,220,"(3,5,6,9,10)",1,5,4,3,25,17,8,17,8,12,4,17,5,6,1,17,8
5,10,220,"(3,5,6,9,10)",2,6,4,3,30,18,12,18,12,12,5,18,2,1,1,18,12
5,10,220,"(3,5,6,9,10)",3,9,4,3,45,31,14,31,14,12,4,31,13,6,1,31,14
5,10,220,"(3,5,6,9,10)",4,10,4,3,50,38,12,38,12,12,0,38,1,1,1,38,12
5,10,221,"(3,5,7,8,9)",0,3,4,3,15,11,4,11,4,12,4,11,4,3,1,11,4
5,10,221,"(3,5,7,8,9)",1,5,4,3,25,19,6,21,4,12,0,21,7,3,1,21,4
5,10,221,"(3,5,7,8,9)",2,7,4,3,35,29,6,29,6,12,4,29,2,1,1,29,6
5,10,221,"(3,5,7,8,9)",3,8,4,3,40,32,8,32,8,12,8,32,2,1,1,32,8
5,10,221,"(3,5,7,8,9)",4,9,4,3,45,35,10,35,10,12,2,35,5,3,1,35,10
5,10,222,"(3,5,7,8,10)",0,3,4,3,15,11,4,11,4,12,1,11,1,2,1,11,4
5,10,222,"(3,5,7,8,10)",1,5,4,3,25,19,6,19,6,12,1,19,7,6,1,19,6
5,10,222,"(3,5,7,8,10)",2,7,4,3,35,27,8,27,8,12,4,27,13,6,1,27,8
5,10,222,"(3,5,7,8,10)",3,8,4,3,40,30,10,30,10,12,0,30,5,3,1,30,10
5,10,222,"(3,5,7,8,10)",4,10,4,3,50,42,8,42,8,12,1,42,5,3,1,42,8
5,10,223,"(3,5,7,9,10)",0,3,4,3,15,11,4,11,4,12,1,11,4,3,1,11,4
5,10,223,"(3,5,7,9,10)",1,5,4,3,25,19,6,19,6,12,1,19,1,1,1,19,6
5,10,223,"(3,5,7,9,10)",2,7,4,3,35,27,8,27,8,12,4,27,7,3,1,27,8
5,10,223,"(3,5,7,9,10)",3,9,4,3,45,31,14,31,14,12,0,31,2,1,1,31,14
5,10,223,"(3,5,7,9,10)",4,10,4,3,50,38,12,40,10,12,1,40,3,1,1,40,10
5,10,224,"(3,5,8,9,10)",0,3,4,3,15,9,6,9,6,12,0,9,1,2,1,9,6
5,10,224,"(3,5,8,9,10)",1,5,4,3,25,19,6,20,5,12,1,20,11,6,1,20,5
5,10,224,"(3,5,8,9,10)",2,8,4,3,40,28,12,30,10,12,0,30,8,3,1,30,10
5,10,224,"(3,5,8,9,10)",3,9,4,3,45,33,12,33,12,12,4,33,11,6,1,33,12
5,10,224,"(3,5,8,9,10)",4,10,4,3,50,40,10,40,10,12,4,40,7,3,1,40,10
5,10,225,"(3,6,7,8,9)",0,3,4,3,15,13,2,13,2,12,2,13,5,6,1,13,2
5,10,225,"(3,6,7,8,9)",1,6,4,3,30,22,8,22,8,12,2,22,5,3,1,22,8
5,10,225,"(3,6,7,8,9)",2,7,4,3,35,31,4,31,4,12,1,31,11,6,1,31,4
5,10,225,"(3,6,7,8,9)",3,8,4,3,40,34,6,34,6,12,1,34,5,3,1,34,6
5,10,225,"(3,6,7,8,9)",4,9,4,3,45,35,10,37,8,12,0,37,5,2,1,37,8
5,10,226,"(3,6,7,8,10)",0,3,4,3,15,11,4,11,4,12,1,11,2,3,1,11,4
5,10,226,"(3,6,7,8,10)",1,6,4,3,30,22,8,22,8,12,1,22,4,3,1,22,8
5,10,226,"(3,6,7,8,10)",2,7,4,3,35,31,4,31,4,12,0,31,4,3,1,31,4
5,10,226,"(3,6,7,8,10)",3,8,4,3,40,32,8,32,8,12,0,32,4,3,1,32,8
5,10,226,"(3,6,7,8,10)",4,10,4,3,50,42,8,44,6,12,1,44,10,3,1,44,6
5,10,227,"(3,6,7,9,10)",0,3,4,3,15,13,2,13,2,12,1,13,5,6,1,13,2
5,10,227,"(3,6,7,9,10)",1,6,4,3,30,22,8,22,8,12,1,22,2,3,1,22,8
5,10,227,"(3,6,7,9,10)",2,7,4,3,35,31,4,31,4,12,2,31,11,6,1,31,4
5,10,227,"(3,6,7,9,10)",3,9,4,3,45,35,10,35,10,12,2,35,3,2,1,35,10
5,10,227,"(3,6,7,9,10)",4,10,4,3,50,42,8,42,8,12,1,42,4,3,1,42,8
5,10,228,"(3,6,8,9,10)",0,3,4,3,15,11,4,11,4,12,0,11,1,3,1,11,4
5,10,228,"(3,6,8,9,10)",1,6,4,3,30,20,10,20,10,12,0,20,1,1,1,20,10
5,10,228,"(3,6,8,9,10)",2,8,4,3,40,32,8,32,8,12,4,32,2,1,1,32,8
5,10,228,"(3,6,8,9,10)",3,9,4,3,45,35,10,37,8,12,0,37,2,1,1,37,8
5,10,228,"(3,6,8,9,10)",4,10,4,3,50,42,8,42,8,12,1,42,5,3,1,42,8
5,10,229,"(3,7,8,9,10)",0,3,4,3,15,11,4,11,4,12,0,11,5,6,1,11,4
5,10,229,"(3,7,8,9,10)",1,7,4,3,35,29,6,30,5,12,1,30,17,6,1,30,5
5,10,229,"(3,7,8,9,10)",2,8,4,3,40,32,8,32,8,12,1,32,2,1,1,32,8
5,10,229,"(3,7,8,9,10)",3,9,4,3,45,37,8,37,8,12,8,37,11,6,1,37,8
5,10,229,"(3,7,8,9,10)",4,10,4,3,50,40,10,42,8,12,8,42,4,1,1,42,8
5,10,230,"(4,5,6,7,8)",0,4,4,3,20,14,6,14,6,12,1,14,1,1,1,14,6
5,10,230,"(4,5,6,7,8)",1,5,4,3,25,21,4,21,4,12,1,21,2,3,1,21,4
5,10,230,"(4,5,6,7,8)",2,6,4,3,30,26,4,28,2,12,0,28,7,3,1,28,2
5,10,230,"(4,5,6,7,8)",3,7,4,3,35,27,8,29,6,12,0,29,7,3,1,29,6
5,10,230,"(4,5,6,7,8)",4,8,4,3,40,30,10,32,8,12,0,32,2,1,1,32,8
5,10,231,"(4,5,6,7,9)",0,4,4,3,20,16,4,16,4,12,4,16,4,3,1,16,4
5,10,231,"(4,5,6,7,9)",1,5,4,3,25,21,4,21,4,12,4,21,3,2,1,21,4
5,10,231,"(4,5,6,7,9)",2,6,4,3,30,24,6,24,6,12,1,24,4,3,1,24,6
5,10,231,"(4,5,6,7,9)",3,7,4,3,35,31,4,31,4,12,1,31,3,2,1,31,4
5,10,231,"(4,5,6,7,9)",4,9,4,3,45,39,6,39,6,12,8,39,13,6,1,39,6
5,10,232,"(4,5,6,7,10)",0,4,4,3,20,14,6,14,6,12,1,14,1,1,1,14,6
5,10,232,"(4,5,6,7,10)",1,5,4,3,25,21,4,21,4,12,1,21,2,3,1,21,4
5,10,232,"(4,5,6,7,10)",2,6,4,3,30,24,6,24,6,12,2,24,7,3,1,24,6
5,10,232,"(4,5,6,7,10)",3,7,4,3,35,27,8,27,8,12,2,27,1,1,1,27,8
5,10,232,"(4,5,6,7,10)",4,10,4,3,50,40,10,42,8,12,0,42,7,3,1,42,8
5,10,233,"(4,5,6,8,9)",0,4,4,3,20,14,6,14,6,12,4,14,4,3,1,14,6
5,10,233,"(4,5,6,8,9)",1,5,4,3,25,21,4,21,4,12,0,21,2,3,1,21,4
5,10,233,"(4,5,6,8,9)",2,6,4,3,30,24,6,24,6,12,1,24,4,3,1,24,6
5,10,233,"(4,5,6,8,9)",3,8,4,3,40,32,8,32,8,12,2,32,4,3,1,32,8
5,10,233,"(4,5,6,8,9)",4,9,4,3,45,37,8,37,8,12,0,37,5,3,1,37,8
5,10,234,"(4,5,6,8,10)",0,4,4,3,20,14,6,14,6,12,0,14,2,3,1,14,6
5,10,234,"(4,5,6,8,10)",1,5,4,3,25,21,4,21,4,12,0,21,2,3,1,21,4
5,10,234,"(4,5,6,8,10)",2,6,4,3,30,24,6,24,6,12,2,24,5,3,1,24,6
5,10,234,"(4,5,6,8,10)",3,8,4,3,40,30,10,30,10,12,2,30,5,3,1,30,10
5,10,234,"(4,5,6,8,10)",4,10,4,3,50,40,10,40,10,12,0,40,2,1,1,40,10
5,10,235,"(4,5,6,9,10)",0,4,4,3,20,16,4,16,4,12,0,16,1,3,1,16,4
5,10,235,"(4,5,6,9,10)",1,5,4,3,25,19,6,19,6,12,1,19,1,1,1,19,6
5,10,235,"(4,5,6,9,10)",2,6,4,3,30,22,8,22,8,12,2,22,4,3,1,22,8
5,10,235,"(4,5,6,9,10)",3,9,4,3,45,39,6,39,6,12,2,39,5,3,1,39,6
5,10,235,"(4,5,6,9,10)",4,10,4,3,50,40,10,40,10,12,1,40,2,1,1,40,10
5,10,236,"(4,5,7,8,9)",0,4,4,3,20,14,6,14,6,12,0,14,1,1,1,14,6
5,10,236,"(4,5,7,8,9)",1,5,4,3,25,21,4,21,4,12,0,21,5,6,1,21,4
5,10,236,"(4,5,7,8,9)",2,7,4,3,35,27,8,27,8,12,1,27,3,2,1,27,8
5,10,236,"(4,5,7,8,9)",3,8,4,3,40,28,12,28,12,12,2,28,4,3,1,28,12
5,10,236,"(4,5,7,8,9)",4,9,4,3,45,33,12,33,12,12,8,33,19,6,1,33,12
5,10,237,"(4,5,7,8,10)",0,4,4,3,20,10,10,10,10,12,0,10,5,3,1,10,10
5,10,237,"(4,5,7,8,10)",1,5,4,3,25,19,6,19,6,12,0,19,1,1,1,19,6
5,10,237,"(4,5,7,8,10)",2,7,4,3,35,25,10,25,10,12,0,25,2,1,1,25,10
5,10,237,"(4,5,7,8,10)",3,8,4,3,40,26,14,26,14,12,2,26,7,3,1,26,14
5,10,237,"(4,5,7,8,10)",4,10,4,3,50,36,14,38,12,12,0,38,8,3,1,38,12
5,10,238,"(4,5,7,9,10)",0,4,4,3,20,14,6,14,6,12,0,14,1,1,1,14,6
5,10,238,"(4,5,7,9,10)",1,5,4,3,25,19,6,20,5,12,2,20,11,6,1,20,5
5,10,238,"(4,5,7,9,10)",2,7,4,3,35,27,8,27,8,12,4,27,11,6,1,27,8
5,10,238,"(4,5,7,9,10)",3,9,4,3,45,37,8,37,8,12,8,37,13,6,1,37,8
5,10,238,"(4,5,7,9,10)",4,10,4,3,50,40,10,40,10,12,1,40,2,1,1,40,10
5,10,239,"(4,5,8,9,10)",0,4,4,3,20,14,6,14,6,12,0,14,2,3,1,14,6
5,10,239,"(4,5,8,9,10)",1,5,4,3,25,21,4,21,4,12,1,21,2,3,1,21,4
5,10,239,"(4,5,8,9,10)",2,8,4,3,40,28,12,28,12,12,2,28,4,3,1,28,12
5,10,239,"(4,5,8,9,10)",3,9,4,3,45,35,10,35,10,12,0,35,7,3,1,35,10
5,10,239,"(4,5,8,9,10)",4,10,4,3,50,40,10,40,10,12,1,40,5,3,1,40,10
5,10,240,"(4,6,7,8,9)",0,4,4,3,20,16,4,16,4,12,0,16,1,3,1,16,4
5,10,240,"(4,6,7,8,9)",1,6,4,3,30,24,6,26,4,12,0,26,2,1,1,26,4
5,10,240,"(4,6,7,8,9)",2,7,4,3,35,29,6,31,4,12,0,31,7,3,1,31,4
5,10,240,"(4,6,7,8,9)",3,8,4,3,40,32,8,34,6,12,0,34,2,1,1,34,6
5,10,240,"(4,6,7,8,9)",4,9,4,3,45,37,8,37,8,12,1,37,5,3,1,37,8
5,10,241,"(4,6,7,8,10)",0,4,4,3,20,14,6,14,6,12,0,14,2,3,1,14,6
5,10,241,"(4,6,7,8,10)",1,6,4,3,30,26,4,26,4,12,2,26,2,1,1,26,4
5,10,241,"(4,6,7,8,10)",2,7,4,3,35,29,6,29,6,12,0,29,8,3,1,29,6
5,10,241,"(4,6,7,8,10)",3,8,4,3,40,32,8,32,8,12,2,32,2,1,1,32,8
5,10,241,"(4,6,7,8,10)",4,10,4,3,50,44,6,44,6,12,1,44,5,3,1,44,6
5,10,242,"(4,6,7,9,10)",0,4,4,3,20,14,6,14,6,12,2,14,4,3,1,14,6
5,10,242,"(4,6,7,9,10)",1,6,4,3,30,24,6,24,6,12,2,24,5,3,1,24,6
5,10,242,"(4,6,7,9,10)",2,7,4,3,35,29,6,29,6,12,2,29,7,3,1,29,6
5,10,242,"(4,6,7,9,10)",3,9,4,3,45,39,6,39,6,12,2,39,7,3,1,39,6
5,10,242,"(4,6,7,9,10)",4,10,4,3,50,40,10,42,8,12,4,42,11,3,1,42,8
5,10,243,"(4,6,8,9,10)",0,4,4,3,20,14,6,14,6,12,1,14,1,1,1,14,6
5,10,243,"(4,6,8,9,10)",1,6,4,3,30,24,6,24,6,12,0,24,1,1,1,24,6
5,10,243,"(4,6,8,9,10)",2,8,4,3,40,32,8,32,8,12,2,32,8,3,1,32,8
5,10,243,"(4,6,8,9,10)",3,9,4,3,45,39,6,39,6,12,2,39,5,3,1,39,6
5,10,243,"(4,6,8,9,10)",4,10,4,3,50,42,8,42,8,12,4,42,7,3,1,42,8
5,10,244,"(4,7,8,9,10)",0,4,4,3,20,14,6,14,6,12,1,14,2,3,1,14,6
5,10,244,"(4,7,8,9,10)",1,7,4,3,35,29,6,29,6,12,1,29,1,1,1,29,6
5,10,244,"(4,7,8,9,10)",2,8,4,3,40,30,10,30,10,12,2,30,7,3,1,30,10
5,10,244,"(4,7,8,9,10)",3,9,4,3,45,37,8,37,8,12,2,37,8,3,1,37,8
5,10,244,"(4,7,8,9,10)",4,10,4,3,50,40,10,42,8,12,0,42,8,3,1,42,8
5,10,245,"(5,6,7,8,9)",0,5,4,3,25,19,6,19,6,12,8,19,11,6,1,19,6
5,10,245,"(5,6,7,8,9)",1,6,4,3,30,24,6,26,4,12,0,26,2,1,1,26,4
5,10,245,"(5,6,7,8,9)",2,7,4,3,35,31,4,33,2,12,1,33,17,6,1,33,2
5,10,245,"(5,6,7,8,9)",3,8,4,3,40,34,6,36,4,12,0,36,7,3,1,36,4
5,10,245,"(5,6,7,8,9)",4,9,4,3,45,35,10,37,8,12,0,37,17,6,1,37,8
5,10,246,"(5,6,7,8,10)",0,5,4,3,25,19,6,19,6,12,0,19,1,1,1,19,6
5,10,246,"(5,6,7,8,10)",1,6,4,3,30,24,6,24,6,12,5,24,5,3,1,24,6
5,10,246,"(5,6,7,8,10)",2,7,4,3,35,29,6,29,6,12,0,29,2,1,1,29,6
5,10,246,"(5,6,7,8,10)",3,8,4,3,40,32,8,32,8,12,8,32,2,1,1,32,8
5,10,246,"(5,6,7,8,10)",4,10,4,3,50,40,10,42,8,12,1,42,7,3,1,42,8
5,10,247,"(5,6,7,9,10)",0,5,4,3,25,17,8,17,8,12,8,17,3,2,1,17,8
5,10,247,"(5,6,7,9,10)",1,6,4,3,30,20,10,22,8,12,0,22,7,3,1,22,8
5,10,247,"(5,6,7,9,10)",2,7,4,3,35,29,6,29,6,12,5,29,11,6,1,29,6
5,10,247,"(5,6,7,9,10)",3,9,4,3,45,33,12,33,12,12,8,33,13,6,1,33,12
5,10,247,"(5,6,7,9,10)",4,10,4,3,50,36,14,38,12,12,2,38,3,1,1,38,12
5,10,248,"(5,6,8,9,10)",0,5,4,3,25,19,6,19,6,12,1,19,1,1,1,19,6
5,10,248,"(5,6,8,9,10)",1,6,4,3,30,22,8,22,8,12,0,22,2,3,1,22,8
5,10,248,"(5,6,8,9,10)",2,8,4,3,40,32,8,34,6,12,0,34,2,1,1,34,6
5,10,248,"(5,6,8,9,10)",3,9,4,3,45,35,10,35,10,12,0,35,5,3,1,35,10
5,10,248,"(5,6,8,9,10)",4,10,4,3,50,38,12,40,10,12,2,40,3,1,1,40,10
5,10,249,"(5,7,8,9,10)",0,5,4,3,25,17,8,18,7,12,1,18,13,6,1,18,7
5,10,249,"(5,7,8,9,10)",1,7,4,3,35,27,8,27,8,12,5,27,13,6,1,27,8
5,10,249,"(5,7,8,9,10)",2,8,4,3,40,28,12,30,10,12,0,30,8,3,1,30,10
5,10,249,"(5,7,8,9,10)",3,9,4,3,45,33,12,34,11,12,0,34,13,6,1,34,11
5,10,249,"(5,7,8,9,10)",4,10,4,3,50,38,12,40,10,12,2,40,3,1,1,40,10
5,10,250,"(6,7,8,9,10)",0,6,4,3,30,22,8,22,8,12,0,22,4,3,1,22,8
5,10,250,"(6,7,8,9,10)",1,7,4,3,35,31,4,31,4,12,1,31,8,3,1,31,4
5,10,250,"(6,7,8,9,10)",2,8,4,3,40,34,6,36,4,12,1,36,3,1,1,36,4
5,10,250,"(6,7,8,9,10)",3,9,4,3,45,37,8,39,6,12,0,39,8,3,1,39,6
5,10,250,"(6,7,8,9,10)",4,10,4,3,50,40,10,42,8,12,5,42,11,3,1,42,8
6,10,0,"(1,2,3,4,5,6)",0,1,5,4,6,0,6,0,6,20,0,0,0,1,1,0,6
6,10,0,"(1,2,3,4,5,6)",1,2,5,4,12,6,6,6,6,20,0,6,0,1,1,6,6
6,10,0,"(1,2,3,4,5,6)",2,3,5,4,18,12,6,12,6,20,0,12,2,5,1,12,6
6,10,0,"(1,2,3,4,5,6)",3,4,5,4,24,18,6,18,6,20,2,18,2,5,1,18,6
6,10,0,"(1,2,3,4,5,6)",4,5,5,4,30,24,6,24,6,20,0,24,3,5,1,24,6
6,10,0,"(1,2,3,4,5,6)",5,6,5,4,36,30,6,30,6,20,0,30,2,5,1,30,6
6,10,1,"(1,2,3,4,5,7)",0,1,5,4,6,6,0,6,0,20,0,6,0,1,0,6,0
6,10,1,"(1,2,3,4,5,7)",1,2,5,4,12,12,0,12,0,20,0,12,0,1,0,12,0
6,10,1,"(1,2,3,4,5,7)",2,3,5,4,18,18,0,18,0,20,0,18,2,5,0,18,0
